	city	type_of_street	name_of_street	number_of_house	type_of_building	num_of_building	year
11507	Москва	ул	Василисы Кожиной	8	к	1	1961
11508	Москва	ул	Василисы Кожиной	8	к	2	1969
11509	Москва	ул	Василисы Кожиной	8	к	3	1970
11510	Москва	ул	Василисы Кожиной	10			1970
11511	Москва	ул	Василисы Кожиной	12			1970
11512	Москва	ул	Василисы Кожиной	14	к	1	1995
11513	Москва	ул	Василисы Кожиной	14	к	2	1995
11514	Москва	ул	Василисы Кожиной	14	к	3	1995
11515	Москва	ул	Василисы Кожиной	14	к	6	1998
11516	Москва	ул	Василисы Кожиной	14	к	7	1998
11517	Москва	ул	Василисы Кожиной	16	к	1	1961
11518	Москва	ул	Василисы Кожиной	16	к	2	1963
11519	Москва	ул	Василисы Кожиной	16	к	3	1975
11520	Москва	ул	Василисы Кожиной	18			1958
11521	Москва	ул	Василисы Кожиной	20	стр	1	1956
11522	Москва	ул	Василисы Кожиной	22			1959
11523	Москва	ул	Василисы Кожиной	24	к	1	1961
11524	Москва	ул	Василисы Кожиной	24	к	2	1961
11525	Москва	ул	Василисы Кожиной	26			1960
11526	Москва	ул	Заречная	1	стр	1	1989
11527	Москва	ул	Заречная	1	стр	2	1989
11528	Москва	ул	Заречная	3			1958
11529	Москва	ул	Заречная	5	к	1	1957
11530	Москва	ул	Заречная	5	к	2	1957
11531	Москва	ул	Заречная	7			1988
11532	Москва	ул	Кастанаевская	3			1962
11533	Москва	ул	Кастанаевская	4			1961
11534	Москва	ул	Кастанаевская	5			1968
11535	Москва	ул	Кастанаевская	6			1963
11536	Москва	ул	Кастанаевская	7			1975
11537	Москва	ул	Кастанаевская	8			1962
11538	Москва	ул	Кастанаевская	9	к	1	1997
11539	Москва	ул	Кастанаевская	9	к	2	1976
11540	Москва	ул	Кастанаевская	11			1971
11541	Москва	ул	Кастанаевская	12	к	1	2001
11542	Москва	ул	Кастанаевская	16	к	1	1988
11543	Москва	ул	Кастанаевская	21			1959
11544	Москва	ул	Кастанаевская	21	к	3	1958
11545	Москва	ул	Кастанаевская	26			1957
11546	Москва	ул	Кастанаевская	30	к	1	1959
11547	Москва	ул	Кастанаевская	30	к	2	1959
11548	Москва	ул	Минская	4	к	1	1960
11549	Москва	ул	Минская	6	к	1	1960
11550	Москва	ул	Минская	6	к	2	1960
11551	Москва	ул	Минская	8	к	1	1960
11552	Москва	ул	Минская	8	к	2	1959
11553	Москва	ул	Минская	10	к	1	1960
11554	Москва	ул	Минская	12			1960
11555	Москва	ул	Минская	14	к	1	1959
11556	Москва	ул	Минская	16	к	1	1959
11557	Москва	ул	Минская	18	к	1	1953
11558	Москва	ул	Минская	20			1959
11559	Москва	ул	Минская	22			1959
11560	Москва	ул	Новозаводская	2			1955
11561	Москва	ул	Новозаводская	2	к	1	1959
11562	Москва	ул	Новозаводская	2	к	2	1952
11563	Москва	ул	Новозаводская	2	к	3	1952
11564	Москва	ул	Новозаводская	2	к	4	1960
11565	Москва	ул	Новозаводская	2	к	5	1961
11566	Москва	ул	Новозаводская	2	к	6	1961
11567	Москва	ул	Новозаводская	2	к	8	1959
11568	Москва	ул	Новозаводская	2	к	8а	1977
11569	Москва	ул	Новозаводская	2	к	9	1967
11570	Москва	ул	Новозаводская	8	к	3	2003
11571	Москва	ул	Новозаводская	8/8	к	5	1929
11572	Москва	ул	Новозаводская	8/8	к	6	1930
11573	Москва	ул	Новозаводская	13			1932
11574	Москва	ул	Новозаводская	15	к	1	1958
11575	Москва	ул	Новозаводская	15	к	2	1931
11576	Москва	ул	Новозаводская	17	к	1	1932
11577	Москва	ул	Новозаводская	17	к	2	1956
11578	Москва	ул	Новозаводская	21			1956
11579	Москва	ул	Новозаводская	23/8	к	1	1955
11580	Москва	ул	Новозаводская	23/8	к	2	1955
11581	Москва	ул	Новозаводская	25	к	1	1956
11582	Москва	ул	Новозаводская	25	к	2	1957
11583	Москва	ул	Новозаводская	25	к	3	1957
11584	Москва	ул	Новозаводская	25	к	4	1957
11585	Москва	ул	Новозаводская	25	к	5	1955
11586	Москва	ул	Новозаводская	25	к	6	1956
11587	Москва	ул	Новозаводская	25	к	7	1957
11588	Москва	ул	Новозаводская	25	к	8	1957
11589	Москва	ул	Олеко Дундича	3			1958
11590	Москва	ул	Олеко Дундича	5			1956
11591	Москва	ул	Олеко Дундича	7			2002
11592	Москва	ул	Олеко Дундича	13	к	1	1988
11593	Москва	ул	Олеко Дундича	13	к	2	1988
11594	Москва	ул	Олеко Дундича	19/15			1950
11595	Москва	ул	Олеко Дундича	21	к	2	1950
11596	Москва	ул	Олеко Дундича	21	к	3	1953
11597	Москва	ул	Олеко Дундича	25			1954
11598	Москва	ул	Олеко Дундича	27			1961
11599	Москва	ул	Сеславинская	2			1963
11600	Москва	ул	Сеславинская	4			1962
11601	Москва	ул	Сеславинская	6			1964
11602	Москва	ул	Сеславинская	8			1964
11603	Москва	ул	Сеславинская	10			1981
11604	Москва	ул	Сеславинская	12	к	2	1979
11605	Москва	ул	Сеславинская	16	к	1	1963
11606	Москва	ул	Сеславинская	16	к	2	1977
11607	Москва	ул	Сеславинская	18			1962
11608	Москва	ул	Сеславинская	20			1963
11609	Москва	ул	Сеславинская	22			1964
11610	Москва	ул	Сеславинская	24			1965
11611	Москва	ул	Сеславинская	26			1964
11612	Москва	ул	Сеславинская	28			1964
11613	Москва	ул	Сеславинская	30			1963
11614	Москва	ул	Сеславинская	32			1964
11615	Москва	ул	Сеславинская	32	к	2	1977
11616	Москва	ул	Сеславинская	38			1960
11617	Москва	ул	Сеславинская	40			1957
11618	Москва	ул	Сеславинская	42			1959
11619	Москва	ул	Тучковская	2			1975
11620	Москва	ул	Тучковская	4			1972
11621	Москва	ул	Тучковская	6			1973
11622	Москва	ул	Тучковская	7			1961
11623	Москва	ул	Тучковская	9			1965
11624	Москва	ул	Тучковская	11			1964
11625	Москва	ул	Тучковская	13			1963
11626	Москва	проезд	Физкультурный	3	к	1	1958
11627	Москва	проезд	Физкультурный	3	к	2	1973
11628	Москва	проезд	Физкультурный	5			1957
11629	Москва	ул	Филевская 2-я	3			1958
11630	Москва	ул	Филевская 2-я	5	к	1	1957
11631	Москва	ул	Филевская 2-я	5	к	2	1974
11632	Москва	ул	Филевская 2-я	5	к	3	1974
11633	Москва	ул	Филевская 2-я	7	к	1	1998
11634	Москва	ул	Филевская 2-я	7	к	6	1953
11635	Москва	ул	Филевская 2-я	7	к	7	1953
11636	Москва	ул	Филевская 2-я	10			1974
11637	Москва	ул	Филевская 2-я	14			1988
11638	Москва	ул	Филевская 3-я	4			1965
11639	Москва	ул	Филевская 3-я	5			2004
11640	Москва	ул	Филевская 3-я	6	к	1	1964
11641	Москва	ул	Филевская 3-я	6	к	2	2013
11642	Москва	ул	Филевская 3-я	7	к	1	1958
11643	Москва	ул	Филевская 3-я	8	к	1	1961
11644	Москва	ул	Филевская 3-я	8	к	2	2007
11645	Москва	ул	Филевская 3-я	8	к	4	2007
11646	Москва	ул	Филевская 3-я	10			1962
11647	Москва	ул	Филевская Б.	8	к	1	1959
11648	Москва	ул	Филевская Б.	8	к	2	1957
11649	Москва	ул	Филевская Б.	10			1958
11650	Москва	ул	Филевская Б.	12			1958
11651	Москва	ул	Филевская Б.	13			1957
11652	Москва	ул	Филевская Б.	14	к	1	1957
11653	Москва	ул	Филевская Б.	17			1958
11654	Москва	ул	Филевская Б.	19/18	к	1	1956
11655	Москва	ул	Филевская Б.	19/18	к	2	1940
11656	Москва	ул	Филевская Б.	21	к	1	1953
11657	Москва	ул	Филевская Б.	21	к	2	1953
11658	Москва	ул	Филевская Б.	21	к	4	1953
11659	Москва	ул	Филевская Б.	21/19	к	3	1953
11660	Москва	ул	Филевская Б.	23	к	1	1989
11661	Москва	ул	Филевская Б.	23	к	2	1989
11662	Москва	ул	Филевская Б.	23	к	3	1989
11663	Москва	ул	Филевская Б.	23	к	4	1991
11664	Москва	ул	Филевская Б.	23	к	6	2001
11665	Москва	ул	Филевская Б.	27	к	1	1958
11666	Москва	ул	Филевская Б.	27	к	2	1958
11667	Москва	ул	Филевская Б.	27	к	3	1957
11668	Москва	ул	Филевская Б.	31			1958
11669	Москва	ул	Филевская Б.	35			1969
11670	Москва	б-р	Филевский	1			1982
11671	Москва	б-р	Филевский	2			1982
11672	Москва	б-р	Филевский	3			1981
11673	Москва	б-р	Филевский	4			1982
11674	Москва	б-р	Филевский	5			1981
11675	Москва	б-р	Филевский	7	к	1	1984
11676	Москва	б-р	Филевский	7	к	2	2002
11677	Москва	б-р	Филевский	8	к	1	1981
11678	Москва	б-р	Филевский	9			1984
11679	Москва	б-р	Филевский	11			1984
11680	Москва	б-р	Филевский	12			1981
11681	Москва	б-р	Филевский	13	к	1	1981
11682	Москва	б-р	Филевский	14			1981
11683	Москва	б-р	Филевский	15			1981
11684	Москва	б-р	Филевский	16			1982
11685	Москва	б-р	Филевский	17			1982
11686	Москва	б-р	Филевский	19			1982
11687	Москва	б-р	Филевский	20			1982
11688	Москва	б-р	Филевский	22			1982
11689	Москва	б-р	Филевский	23			1982
11690	Москва	б-р	Филевский	36			1999
11691	Москва	б-р	Филевский	39			1999
11692	Москва	б-р	Филевский	40			1997
11693	Москва	б-р	Филевский	41			1998
11694	Москва	ул	Академика Анохина	2	к	6	2003
11695	Москва	ул	Очаковская Б.	28			2003
11696	Москва	ул	Вяземская	6			2012
11697	Москва	ул	Вяземская	8			2013
11698	Москва	ул	Вяземская	10			2012
11699	Москва	пер	Зачатьевский 1-й	8	к	1	2012
11700	Москва	пер	Зачатьевский 2-й	11			2009
11701	Москва	б-р	Нагорный	19	к	1	2011
11702	Москва	ул	Советской Армии	6			2013
11703	Москва	пер	Хилков	5			2008
11704	Москва	ул	Щукинская	2			2008
11705	Москва	ул	Очаковская Б.	32			2003
11706	Москва	ул	Верхоянская	2			1967
11707	Москва	ул	Верхоянская	4			1972
11708	Москва	ул	Верхоянская	6	к	1	1979
11709	Москва	ул	Верхоянская	8			1971
11710	Москва	ул	Верхоянская	10			1958
11711	Москва	ул	Верхоянская	12			1957
11712	Москва	ул	Верхоянская	16			1956
11713	Москва	ул	Верхоянская	18	к	1	1962
11714	Москва	ул	Верхоянская	18	к	2	1961
11715	Москва	ул	Енисейская	2			1967
11716	Москва	ул	Енисейская	2	к	2	1993
11717	Москва	ул	Енисейская	3	к	2	1963
11718	Москва	ул	Енисейская	4			1967
11719	Москва	ул	Енисейская	6			1967
11720	Москва	ул	Енисейская	8			1967
11721	Москва	ул	Енисейская	10			1968
11722	Москва	ул	Енисейская	12			1979
11723	Москва	ул	Искры	3			1963
11724	Москва	ул	Искры	7			1961
11725	Москва	ул	Искры	11			1962
11726	Москва	ул	Искры	13	к	1	1971
11727	Москва	ул	Искры	13	к	3	1968
11728	Москва	ул	Летчика Бабушкина	3			1963
11729	Москва	ул	Летчика Бабушкина	5			1960
11730	Москва	ул	Летчика Бабушкина	7			1966
11731	Москва	ул	Летчика Бабушкина	9	к	1	1969
11732	Москва	ул	Летчика Бабушкина	9	к	2	1967
11733	Москва	ул	Радужная	3	к	1	1985
11734	Москва	ул	Радужная	3	к	2	1968
11735	Москва	ул	Радужная	4	к	1	1960
11736	Москва	ул	Радужная	4	к	2	1959
11737	Москва	ул	Радужная	5	к	1	1969
11738	Москва	ул	Радужная	5	к	2	1969
11739	Москва	ул	Радужная	6			1961
11740	Москва	ул	Радужная	8			1962
11741	Москва	ул	Радужная	9	к	1	1964
11742	Москва	ул	Радужная	9	к	2	1965
11743	Москва	ул	Радужная	10			1962
11744	Москва	ул	Радужная	11			1966
11745	Москва	ул	Радужная	12	к	1	1962
11746	Москва	ул	Радужная	12	к	2	1963
11747	Москва	ул	Радужная	14	к	1	1958
11748	Москва	ул	Радужная	14	к	2	1960
11749	Москва	ул	Радужная	14	к	3	1968
11750	Москва	ул	Радужная	15	к	1	1957
11751	Москва	ул	Радужная	15	к	2	1959
11752	Москва	ул	Радужная	16			1981
11753	Москва	ул	Радужная	17			1961
11754	Москва	ул	Радужная	24			1972
11755	Москва	ул	Радужная	26			1983
11756	Мамыри	тер	Военный городок Теплый стан	1			1972
11757	Мамыри	тер	Военный городок Теплый стан	2			1973
11758	Москва	б-р	Яна Райниса	16	к	2	1968
11759	Москва	ул	Очаковская Б.	30			1998
11760	Москва	ул	Лескова	10			1975
11761	Москва	проезд	Шокальского	3	к	1	2005
11762	Москва	проезд	Шокальского	5			2005
11763	Москва	проезд	Ясный	4	к	1	1965
11764	Москва	проезд	Ясный	4	к	2	1966
11765	Москва	проезд	Ясный	15			1992
11766	Москва	проезд	Ясный	26			1973
11767	Москва	проезд	Ясный	30	к	1	1966
11768	Москва	проезд	Ясный	30	к	2	1966
11769	Москва	ул	Пржевальского	2			2003
11770	Москва	пр-кт	Ленинский	123	к	3	1976
11771	Москва	ул	Халтуринская	4	к	1	1970
11772	Москва	ул	Наташи Ковшовой	11			2005
11773	Москва	ул	Очаковская Б.	26			2007
11774	Москва	ул	800-летия Москвы	1	к	1	1979
11775	Москва	ул	800-летия Москвы	1	к	4	1979
11776	Москва	ул	800-летия Москвы	3	к	1	1978
11777	Москва	ул	800-летия Москвы	7			1972
11778	Москва	ул	800-летия Москвы	7	к	1	1972
11779	Москва	ул	800-летия Москвы	9			1974
11780	Москва	ул	800-летия Москвы	11			1974
11781	Москва	ул	800-летия Москвы	11	к	1	1974
11782	Москва	ул	800-летия Москвы	11	к	2	1974
11783	Москва	ул	800-летия Москвы	11	к	3	1974
11784	Москва	ул	800-летия Москвы	11	к	4	1974
11785	Москва	ул	800-летия Москвы	11	к	5	1974
11786	Москва	ул	800-летия Москвы	11	к	6	1974
11787	Москва	ул	800-летия Москвы	11	к	7	1973
11788	Москва	ул	800-летия Москвы	11	к	8	1973
11789	Москва	ул	800-летия Москвы	11	к	10	1974
11790	Москва	ул	800-летия Москвы	14			1984
11791	Москва	ул	800-летия Москвы	16			1980
11792	Москва	ул	800-летия Москвы	18			1984
11793	Москва	ул	800-летия Москвы	20			1980
11794	Москва	ул	800-летия Москвы	24			1992
11795	Москва	ул	800-летия Москвы	26	к	1	1991
11796	Москва	ул	800-летия Москвы	26	к	2	1991
11797	Москва	б-р	Бескудниковский	8	к	1	2000
11798	Москва	б-р	Бескудниковский	8	к	2	2000
11799	Москва	б-р	Бескудниковский	8	к	3	2000
11800	Москва	б-р	Бескудниковский	8	к	4	2000
11801	Москва	ул	Дубнинская	2	к	1	1973
11802	Москва	ул	Дубнинская	2	к	2	1972
11803	Москва	ул	Дубнинская	2	к	3	1972
11804	Москва	ул	Дубнинская	2	к	4	1972
11805	Москва	ул	Дубнинская	2	к	6	1999
11806	Москва	ул	Дубнинская	2	к	7	1999
11807	Москва	ул	Дубнинская	4	к	2	1972
11808	Москва	ул	Дубнинская	4	к	3	1972
11809	Москва	ул	Дубнинская	4	к	4	1972
11810	Москва	ул	Дубнинская	6	к	3	1971
11811	Москва	ул	Дубнинская	8	к	1	1971
11812	Москва	ул	Дубнинская	10	к	1	1973
11813	Москва	ул	Дубнинская	10	к	2	1971
11814	Москва	ул	Дубнинская	10	к	3	1971
11815	Москва	ул	Дубнинская	10	к	4	1972
11816	Москва	ул	Дубнинская	10	к	5	1971
11817	Москва	ул	Дубнинская	12	к	2	1971
11818	Москва	ул	Дубнинская	12	к	4	1971
11819	Москва	ул	Дубнинская	13			2000
11820	Москва	ул	Дубнинская	14	к	1	1971
11821	Москва	ул	Дубнинская	14	к	2	1972
11822	Москва	ул	Дубнинская	14	к	3	1972
11823	Москва	ул	Дубнинская	14	к	4	1972
11824	Москва	ул	Дубнинская	15	к	1	2001
11825	Москва	ул	Дубнинская	15	к	2	2001
11826	Москва	ул	Дубнинская	16	к	1	1972
11827	Москва	ул	Дубнинская	16	к	2	1971
11828	Москва	ул	Дубнинская	16	к	3	1971
11829	Москва	ул	Дубнинская	16	к	4	1972
11830	Москва	ул	Дубнинская	16	к	6	1971
11831	Москва	ул	Дубнинская	17	к	1	2001
11832	Москва	ул	Дубнинская	17	к	2	2001
11833	Москва	ул	Дубнинская	18	к	1	1973
11834	Москва	ул	Дубнинская	20	к	1	1973
11835	Москва	ул	Дубнинская	20	к	2	1975
11836	Москва	ул	Дубнинская	20	к	3	1978
11837	Москва	ул	Дубнинская	20	к	4	1978
11838	Москва	ул	Дубнинская	22	к	1	1978
11839	Москва	ул	Дубнинская	22	к	2	1978
11840	Москва	ул	Дубнинская	22	к	3	1978
11841	Москва	ул	Дубнинская	22	к	4	2011
11842	Москва	ул	Дубнинская	22	к	5	2008
11843	Москва	ул	Дубнинская	22	к	6	2008
11844	Москва	ул	Дубнинская	24	к	1	1979
11845	Москва	ул	Дубнинская	24	к	2	1979
11846	Москва	ул	Дубнинская	24	к	3	1979
11847	Москва	ул	Дубнинская	24	к	4	1979
11848	Москва	ул	Дубнинская	24	к	5	1979
11849	Москва	ул	Дубнинская	26	к	1	1997
11850	Москва	ул	Дубнинская	26	к	2	1978
11851	Москва	ул	Дубнинская	26	к	3	1979
11852	Москва	ул	Дубнинская	26	к	4	1978
11853	Москва	ул	Дубнинская	26	к	5	1979
11854	Москва	ул	Дубнинская	28	к	1	1978
11855	Москва	ул	Дубнинская	30	к	1	1985
11856	Москва	ул	Дубнинская	30	к	2	1973
11857	Москва	ул	Дубнинская	30	стр	Б	1991
11858	Москва	ул	Дубнинская	32	к	1	1979
11859	Москва	ул	Дубнинская	32	к	2	1979
11860	Москва	ул	Дубнинская	32	к	3	1977
11861	Москва	ул	Дубнинская	32	к	4	1977
11862	Москва	ул	Дубнинская	32	к	5	2000
11863	Москва	ул	Дубнинская	32	к	6	2000
11864	Москва	ул	Дубнинская	32	к	7	2004
11865	Москва	ул	Дубнинская	32	к	8	2004
11866	Москва	ул	Дубнинская	32	к	9	2004
11867	Москва	ул	Дубнинская	34			1977
11868	Москва	ул	Дубнинская	36	к	1	1978
11869	Москва	ул	Дубнинская	36	к	3	1978
11870	Москва	ул	Дубнинская	36	к	4	1978
11871	Москва	ул	Дубнинская	38	к	1	1976
11872	Москва	ул	Дубнинская	42	к	1	1980
11873	Москва	ул	Дубнинская	46			1979
11874	Москва	ул	Дубнинская	46	к	1	1979
11875	Москва	ул	Дубнинская	48	к	1	1979
11876	Москва	ул	Дубнинская	48	к	2	1979
11877	Москва	ул	Дубнинская	50			1990
11878	Москва	ул	Дубнинская	73	к	1	1977
11879	Москва	ул	Дубнинская	73	к	2	1978
11880	Москва	ул	Дубнинская	73	к	3	1977
11881	Москва	ул	Дубнинская	73	к	4	1977
11882	Москва	ул	Дубнинская	73	к	6	1977
11883	Москва	проезд	Керамический	45	к	1	1994
11884	Москва	проезд	Керамический	47	к	1	1994
11885	Москва	проезд	Керамический	49	к	1	1994
11886	Москва	проезд	Керамический	51	к	1	1991
11887	Москва	проезд	Керамический	51	к	2	1991
11888	Москва	проезд	Керамический	53	к	1	1994
11889	Москва	проезд	Керамический	55	к	1	1994
11890	Москва	проезд	Керамический	57	к	1	1994
11891	Москва	проезд	Керамический	61	к	1	1979
11892	Москва	проезд	Керамический	61	к	2	1979
11893	Москва	проезд	Керамический	63	к	1	1980
11894	Москва	проезд	Керамический	63	к	2	1980
11895	Москва	проезд	Керамический	65	к	1	1980
11896	Москва	проезд	Керамический	65	к	2	1980
11897	Москва	проезд	Керамический	67	к	1	1979
11898	Москва	проезд	Керамический	67	к	2	1979
11899	Москва	проезд	Керамический	69	к	1	1979
11900	Москва	проезд	Керамический	71	к	1	1979
11901	Москва	проезд	Керамический	73	к	1	1979
11902	Москва	проезд	Керамический	75	к	1	1979
11903	Москва	проезд	Керамический	77	к	1	1979
11904	Москва	проезд	Керамический	77	к	2	1979
11905	Москва	ул	Академика Янгеля	3			1995
11906	Москва	ул	Академика Янгеля	3	к	1	1994
11907	Москва	ул	Академика Янгеля	4			1982
11908	Москва	ул	Академика Янгеля	6			1971
11909	Москва	ул	Академика Янгеля	6	к	а	1982
11910	Москва	ул	Академика Янгеля	8			1971
11911	Москва	ул	Академика Янгеля	14	к	1	1978
11912	Москва	ул	Академика Янгеля	14	к	2	1978
11913	Москва	ул	Академика Янгеля	14	к	3	1978
11914	Москва	ул	Академика Янгеля	14	к	4	1978
11915	Москва	ул	Академика Янгеля	14	к	5	1979
11916	Москва	ул	Академика Янгеля	14	к	8	1978
11917	Москва	ул	Академика Янгеля	14	к	9	1978
11918	Москва	ул	Академика Янгеля	14	к	10	1978
11919	Москва	ш	Варшавское	131	к	1	1981
11920	Москва	ш	Варшавское	131	к	2	1981
11921	Москва	ш	Варшавское	131	к	3	1981
11922	Москва	ш	Варшавское	131	к	4	1982
11923	Москва	ш	Варшавское	143	к	1	1979
11924	Москва	ш	Варшавское	143	к	2	1978
11925	Москва	ш	Варшавское	143	к	3	1978
11926	Москва	ш	Варшавское	143	к	4	1977
11927	Москва	ш	Варшавское	143	к	5	1978
11928	Москва	ш	Варшавское	143В	к	А	1961
11929	Москва	ш	Варшавское	145	к	1	1978
11930	Москва	ш	Варшавское	145	к	2	1978
11931	Москва	ш	Варшавское	145	к	3	1962
11932	Москва	ш	Варшавское	145	к	4	1965
11933	Москва	ш	Варшавское	145	к	5	1971
11934	Москва	ш	Варшавское	145	к	7	1971
11935	Москва	ш	Варшавское	147	к	1	1978
11936	Москва	ш	Варшавское	147	к	2	1978
11937	Москва	ш	Варшавское	149	к	1	1979
11938	Москва	ш	Варшавское	149	к	4	1982
11939	Москва	ш	Варшавское	152	к	1	2006
11940	Москва	ш	Варшавское	152	к	2	1997
11941	Москва	ш	Варшавское	152	к	3	1992
11942	Москва	ш	Варшавское	152	к	4	1993
11943	Москва	ш	Варшавское	152	к	6	1991
11944	Москва	ш	Варшавское	152	к	7	1991
11945	Москва	ш	Варшавское	152	к	8	1992
11946	Москва	ш	Варшавское	152	к	11	2006
11947	Москва	ш	Варшавское	152	к	12	1993
11948	Москва	ш	Варшавское	152	к	15	1997
11949	Москва	ш	Варшавское	154	к	1	1983
11950	Москва	ш	Варшавское	154	к	3	1983
11951	Москва	ш	Варшавское	154	к	4	1983
11952	Москва	ш	Варшавское	158	к	1	1982
11953	Москва	ш	Варшавское	158	к	2	1982
11954	Москва	ул	Газопровод	1	к	3	1973
11955	Москва	ул	Газопровод	1	к	5	1973
11956	Москва	ул	Газопровод	1	к	6	1973
11957	Москва	ул	Газопровод	3	к	1	1973
11958	Москва	ул	Газопровод	6г	к	1	1959
11959	Москва	ул	Газопровод	6г	к	3	1936
11960	Москва	ул	Газопровод	7	к	1	1961
11961	Москва	ул	Газопровод	7	к	2	1960
11962	Москва	ул	Газопровод	9	к	1	1973
11963	Москва	ул	Газопровод	9	к	2	1973
11964	Москва	ул	Газопровод	11	к	1	1973
11965	Москва	ул	Газопровод	11	к	2	2002
11966	Москва	ул	Газопровод	13	к	1	2004
11967	Москва	ул	Газопровод	13	к	3	1980
11968	Москва	ул	Газопровод	15			2004
11969	Москва	ул	Дорожная	5	к	1	1981
11970	Москва	ул	Дорожная	7	к	1	1973
11971	Москва	ул	Дорожная	7	к	2	1973
11972	Москва	ул	Дорожная	7	к	3	1973
11973	Москва	ул	Дорожная	14	к	1	1972
11974	Москва	ул	Дорожная	16	к	2	1972
11975	Москва	ул	Дорожная	16	к	3	1972
11976	Москва	ул	Дорожная	20	к	1	1977
11977	Москва	ул	Дорожная	23	к	2	1971
11978	Москва	ул	Дорожная	24	к	1	1971
11979	Москва	ул	Дорожная	24	к	2	1971
11980	Москва	ул	Дорожная	24	к	3	1971
11981	Москва	ул	Дорожная	28	к	1	1972
11982	Москва	ул	Дорожная	30	к	1	1971
11983	Москва	ул	Дорожная	32			2005
11984	Москва	ул	Дорожная	32	к	1	2007
11985	Москва	ул	Дорожная	34	к	2	2004
11986	Москва	проезд	Дорожный 3-й	1			1983
11987	Москва	проезд	Дорожный 3-й	4	к	1	1972
11988	Москва	проезд	Дорожный 3-й	4	к	2	1972
11989	Москва	проезд	Дорожный 3-й	6	к	1	1972
11990	Москва	проезд	Дорожный 3-й	6	к	2	1972
11991	Москва	проезд	Дорожный 3-й	7	к	1	1973
11992	Москва	проезд	Дорожный 3-й	8	к	1	1972
11993	Москва	проезд	Дорожный 3-й	8	к	2	1972
11994	Москва	проезд	Дорожный 3-й	10	к	1	1972
11995	Москва	проезд	Дорожный 3-й	10	к	2	1972
11996	Москва	ул	Кировоградская	38	к	1	1990
11997	Москва	ул	Кировоградская	40	к	1	1972
11998	Москва	ул	Кировоградская	40	к	2	1972
11999	Москва	ул	Кировоградская	42	к	1	1972
12000	Москва	ул	Кировоградская	42	к	3	1971
12001	Москва	ул	Кировоградская	44	к	1	1971
12002	Москва	ул	Кировоградская	44	к	2	1971
12003	Москва	ул	Кировоградская	44а	к	1	1980
12004	Москва	проезд	Кировоградский	3	к	1	1972
12005	Москва	проезд	Кировоградский	3	к	2	1990
12006	Москва	ул	Подольских Курсантов	2	к	1	1972
12007	Москва	ул	Подольских Курсантов	4	к	1	1973
12008	Москва	ул	Подольских Курсантов	4	к	2	1972
12009	Москва	ул	Подольских Курсантов	6	к	1	1972
12010	Москва	ул	Подольских Курсантов	6	к	2	1972
12011	Москва	ул	Подольских Курсантов	6	к	3	1972
12012	Москва	ул	Подольских Курсантов	8	к	2	1972
12013	Москва	ул	Подольских Курсантов	8	к	3	1973
12014	Москва	ул	Подольских Курсантов	12	к	1	1973
12015	Москва	ул	Подольских Курсантов	14	к	1	1972
12016	Москва	ул	Подольских Курсантов	16	к	1	1972
12017	Москва	ул	Подольских Курсантов	16	к	2	1972
12018	Москва	ул	Подольских Курсантов	16	к	3	1972
12019	Москва	ул	Подольских Курсантов	18	к	1	1972
12020	Москва	ул	Россошанская	1	к	1	1971
12021	Москва	ул	Россошанская	2	к	1	1974
12022	Москва	ул	Россошанская	2	к	2	1974
12023	Москва	ул	Россошанская	2	к	4	2007
12024	Москва	ул	Россошанская	2	к	5	2003
12025	Москва	ул	Россошанская	2	к	6	2003
12026	Москва	ул	Россошанская	3	к	1	1971
12027	Москва	ул	Россошанская	3	к	1а	1981
12028	Москва	ул	Россошанская	3	к	2а	1981
12029	Москва	ул	Россошанская	4	к	4	2006
12030	Москва	ул	Россошанская	4	к	5	2006
12031	Москва	ул	Россошанская	5	к	2	1971
12032	Москва	ул	Россошанская	6			2006
12033	Москва	ул	Россошанская	7	к	1	1971
12034	Москва	ул	Россошанская	7	к	1а	1981
12035	Москва	ул	Россошанская	9	к	1	1971
12036	Москва	ул	Россошанская	9	к	1а	1981
12037	Москва	ул	Россошанская	9	к	2	1971
12038	Москва	ул	Россошанская	10			2005
12039	Москва	ул	Россошанская	11	к	1	1971
12040	Москва	ул	Россошанская	11	к	3	1972
12041	Москва	ул	Россошанская	13	к	1	1972
12042	Москва	ул	Россошанская	13	к	2	1972
12043	Москва	ул	Россошанская	13	к	3	1972
12044	Москва	проезд	Россошанский	2	к	1	1975
12045	Москва	проезд	Россошанский	2	к	2	1975
12046	Москва	проезд	Россошанский	2	к	3	1980
12047	Москва	проезд	Россошанский	4	к	1	1975
12048	Москва	проезд	Россошанский	4	к	2	1975
12049	Москва	проезд	Россошанский	4	к	3	1976
12050	Москва	проезд	Россошанский	5	к	1	1971
12051	Москва	проезд	Россошанский	8	к	1	1976
12052	Москва	проезд	Россошанский	8	к	2	1976
12053	Москва	ул	Чертановская	47	к	1	1972
12054	Москва	ул	Чертановская	47	к	2	1971
12055	Москва	ул	Чертановская	49	к	1	1972
12056	Москва	ул	Чертановская	49	к	2	1972
12057	Москва	ул	Чертановская	50	к	2	1974
12058	Москва	ул	Чертановская	51	к	1	1972
12059	Москва	ул	Чертановская	51	к	2	1971
12060	Москва	ул	Чертановская	51	к	3	1971
12061	Москва	ул	Чертановская	51	к	4	1972
